date_day,icd10_code_001_J12.8,icd10_code_002_I10.90,icd10_code_003_J96.00,icd10_code_004_Z22.8,icd10_code_005_B33.8,icd10_cat_001_E87,icd10_cat_002_J12,icd10_cat_003_J96,icd10_cat_004_I10,icd10_cat_005_N18,icd10_chap_001_R,icd10_chap_002_I,icd10_chap_003_E,icd10_chap_004_J,icd10_chap_005_Z
2022-09-05,NA,47,8,NA,NA,14,NA,13,55,27,67,109,97,41,118
2022-09-06,NA,32,NA,NA,NA,17,NA,9,36,29,57,87,84,32,107
2022-09-07,NA,51,NA,NA,NA,15,NA,NA,53,29,57,92,80,33,95
2022-09-08,NA,49,7,NA,NA,17,NA,8,50,24,60,99,80,37,108
2022-09-09,NA,25,NA,NA,NA,18,NA,10,28,24,44,73,65,35,78
2022-09-10,NA,11,NA,NA,NA,5,NA,6,11,6,29,32,22,19,31
2022-09-11,NA,18,NA,NA,NA,12,NA,NA,18,10,35,37,31,16,39
2022-09-12,NA,43,6,NA,NA,26,NA,8,44,29,73,101,101,35,114
2022-09-13,NA,45,NA,NA,NA,19,NA,5,45,31,66,92,87,41,104
2022-09-14,NA,51,6,NA,NA,22,NA,8,52,27,78,113,100,41,114
2022-09-15,NA,48,NA,NA,NA,20,NA,6,51,26,57,97,86,41,103
2022-09-16,NA,22,5,NA,NA,10,NA,9,22,14,61,60,61,37,79
2022-09-17,NA,8,6,NA,NA,10,NA,6,8,7,33,32,35,17,34
2022-09-18,NA,21,NA,NA,NA,7,NA,7,21,11,28,42,39,20,42
2022-09-19,NA,56,5,NA,NA,16,NA,11,59,39,81,115,100,52,106
2022-09-20,NA,60,NA,NA,NA,14,NA,7,61,29,66,110,97,36,112
2022-09-21,NA,33,NA,NA,NA,19,NA,12,34,20,68,81,79,34,98
2022-09-22,NA,43,NA,NA,NA,23,NA,6,48,31,53,93,80,34,87
2022-09-23,NA,31,NA,NA,NA,13,NA,8,33,19,53,70,57,41,82
2022-09-24,NA,18,9,NA,NA,14,NA,10,19,8,42,39,33,26,36
2022-09-25,NA,15,NA,NA,NA,9,NA,6,15,10,26,33,32,16,31
2022-09-26,NA,49,11,5,NA,20,NA,18,52,30,65,104,98,43,106
2022-09-27,NA,37,8,NA,NA,15,NA,17,42,30,67,98,85,39,104
2022-09-28,NA,39,NA,NA,NA,17,NA,NA,42,27,57,85,71,39,94
2022-09-29,NA,47,NA,NA,NA,23,NA,8,49,22,61,103,80,38,92
2022-09-30,NA,27,NA,NA,NA,18,NA,6,28,29,53,67,56,33,67
2022-10-01,NA,10,5,NA,NA,6,NA,9,12,10,35,39,33,20,39
2022-10-02,NA,22,NA,NA,NA,16,NA,6,22,12,32,40,41,24,37
2022-10-03,NA,50,NA,NA,NA,18,NA,7,54,23,60,108,90,32,103
2022-10-04,NA,39,NA,NA,NA,15,NA,9,42,17,53,89,74,32,83
2022-10-05,NA,49,NA,NA,NA,19,NA,10,53,26,75,100,90,36,103
2022-10-06,NA,32,NA,NA,NA,17,NA,7,32,24,69,77,65,28,87
2022-10-07,NA,29,5,NA,NA,24,NA,10,31,15,55,69,60,34,76
2022-10-08,NA,18,NA,NA,NA,10,NA,8,20,13,39,49,34,24,44
2022-10-09,NA,17,NA,NA,NA,13,NA,6,18,8,27,42,35,23,41
2022-10-10,NA,38,NA,NA,NA,26,NA,9,42,27,70,107,100,45,100
2022-10-11,NA,39,NA,NA,NA,15,NA,7,42,29,58,83,75,28,94
2022-10-12,NA,45,NA,NA,NA,22,NA,9,47,28,70,107,92,43,126
2022-10-13,NA,34,NA,NA,NA,17,NA,8,41,23,56,94,77,46,109
2022-10-14,NA,26,NA,NA,NA,17,NA,5,29,30,62,78,73,31,99
2022-10-15,NA,17,NA,NA,NA,10,NA,NA,18,10,26,39,32,15,45
2022-10-16,NA,11,NA,NA,NA,9,NA,NA,14,12,31,39,37,25,44
2022-10-17,NA,37,10,NA,NA,20,NA,14,42,31,79,100,105,50,113
2022-10-18,NA,36,NA,NA,NA,10,NA,7,38,32,61,93,89,44,88
2022-10-19,NA,50,NA,NA,NA,12,NA,6,52,34,61,98,83,33,100
2022-10-20,NA,35,NA,NA,NA,24,NA,6,38,32,70,96,87,37,110
2022-10-21,NA,34,5,NA,NA,19,NA,11,36,21,66,75,76,36,88
2022-10-22,NA,14,5,NA,NA,11,NA,7,14,11,32,32,28,18,37
2022-10-23,NA,16,NA,NA,NA,12,NA,NA,17,8,35,41,36,13,40
2022-10-24,NA,53,6,NA,NA,22,NA,13,62,27,78,117,111,50,138
2022-10-25,NA,32,5,NA,NA,16,NA,11,37,31,57,84,87,41,99
2022-10-26,NA,51,NA,NA,NA,23,NA,8,54,38,76,114,102,47,113
2022-10-27,NA,42,NA,NA,NA,22,NA,13,46,21,71,98,91,33,102
2022-10-28,NA,33,5,NA,NA,19,NA,6,35,23,50,71,71,24,90
2022-10-29,NA,11,7,NA,NA,16,NA,9,14,10,31,34,34,23,42
2022-10-30,NA,19,NA,NA,NA,9,NA,8,21,10,43,51,34,22,47
2022-10-31,NA,48,8,NA,NA,22,NA,12,51,27,71,106,94,46,110
2022-11-01,NA,53,11,NA,NA,17,NA,15,55,33,64,107,87,28,108
2022-11-02,NA,31,NA,NA,NA,18,NA,8,33,22,47,70,62,34,81
2022-11-03,NA,48,11,NA,NA,25,5,16,49,33,71,102,85,38,94
2022-11-04,NA,27,NA,NA,NA,14,NA,8,28,27,52,66,62,34,76
2022-11-05,NA,12,NA,NA,NA,9,NA,10,13,10,37,31,33,23,44
2022-11-06,NA,25,8,NA,NA,10,NA,10,26,20,46,60,56,38,53
2022-11-07,NA,38,5,NA,NA,23,NA,11,41,30,86,111,110,56,131
2022-11-08,NA,45,12,NA,NA,14,NA,17,51,29,72,100,86,42,111
2022-11-09,NA,37,10,NA,NA,20,NA,15,38,23,70,88,87,44,108
2022-11-10,NA,33,5,5,NA,14,NA,9,34,20,64,78,79,28,84
2022-11-11,NA,41,9,NA,NA,17,7,16,42,25,57,85,79,47,92
2022-11-12,NA,19,5,NA,NA,7,NA,11,22,5,32,35,31,26,40
2022-11-13,NA,22,9,NA,NA,12,NA,14,23,21,36,52,48,31,48
2022-11-14,NA,47,10,NA,NA,18,NA,19,48,31,67,116,101,51,105
2022-11-15,6,35,15,NA,NA,16,6,23,37,32,66,94,78,49,98
2022-11-16,NA,40,7,NA,NA,21,NA,13,43,36,74,105,98,57,109
2022-11-17,NA,44,5,NA,NA,14,NA,8,50,32,55,96,73,38,102
2022-11-18,NA,30,7,NA,NA,15,NA,18,38,22,51,74,67,38,83
2022-11-19,NA,16,7,NA,NA,10,NA,11,16,9,33,36,27,25,28
2022-11-20,NA,15,8,NA,NA,7,NA,13,17,15,33,47,32,24,38
2022-11-21,NA,58,12,6,NA,22,6,19,61,34,78,138,109,65,133
2022-11-22,NA,48,9,NA,NA,14,NA,18,52,36,62,114,93,52,109
2022-11-23,NA,34,7,NA,NA,13,NA,8,36,27,56,86,88,34,80
2022-11-24,NA,42,8,NA,NA,14,NA,13,45,31,59,100,87,38,104
2022-11-25,NA,26,13,NA,NA,21,5,22,29,26,66,79,75,48,78
2022-11-26,NA,13,5,NA,NA,9,NA,9,13,12,40,37,33,19,37
2022-11-27,NA,11,8,NA,NA,6,NA,10,13,14,31,38,32,29,40
2022-11-28,NA,46,9,NA,NA,17,NA,18,52,33,63,113,100,49,128
2022-11-29,NA,44,10,NA,NA,16,NA,13,48,23,62,96,88,50,98
2022-11-30,NA,46,11,NA,NA,14,NA,19,50,31,76,105,81,51,87
2022-12-01,NA,44,5,NA,NA,14,NA,10,46,19,59,85,73,36,89
2022-12-02,NA,31,8,NA,NA,18,NA,14,32,23,67,92,86,46,77
2022-12-03,NA,15,12,NA,NA,12,NA,13,17,13,39,40,34,28,33
2022-12-04,NA,15,NA,NA,NA,9,NA,6,18,12,32,49,39,22,38
2022-12-05,NA,48,7,NA,NA,22,NA,9,48,27,56,100,94,45,99
2022-12-06,NA,49,7,NA,NA,17,6,12,49,37,67,111,90,51,103
2022-12-07,NA,37,5,5,NA,22,NA,12,38,30,61,101,84,33,88
2022-12-08,NA,46,8,NA,NA,16,NA,15,48,31,65,100,82,51,92
2022-12-09,NA,34,11,NA,NA,19,NA,19,36,21,60,76,59,42,70
2022-12-10,NA,14,NA,NA,NA,8,NA,7,16,8,30,34,21,18,40
2022-12-11,NA,16,6,NA,NA,16,NA,8,16,18,37,46,42,27,50
2022-12-12,NA,52,5,NA,NA,23,6,12,57,27,66,124,99,49,111
2022-12-13,NA,41,8,NA,NA,17,NA,13,45,26,54,103,87,48,107
2022-12-14,NA,39,5,NA,NA,15,NA,10,41,17,54,89,80,41,98
2022-12-15,NA,43,10,NA,NA,21,NA,16,48,40,73,104,102,48,106
2022-12-16,NA,34,9,NA,NA,16,NA,11,34,23,45,71,62,42,60
2022-12-17,NA,19,10,NA,NA,12,NA,11,20,13,39,43,40,33,44
2022-12-18,NA,19,8,NA,NA,11,NA,12,20,15,37,54,46,40,47
2022-12-19,NA,47,8,NA,NA,11,NA,18,48,36,63,110,100,52,102
2022-12-20,NA,45,8,NA,NA,13,5,16,45,24,60,90,85,48,101
2022-12-21,NA,43,5,NA,NA,24,NA,17,46,34,55,96,99,46,107
2022-12-22,NA,41,6,NA,NA,21,NA,11,44,33,69,106,86,57,88
2022-12-23,NA,30,9,NA,NA,21,NA,14,35,27,56,78,71,45,78
2022-12-24,NA,14,9,NA,NA,10,NA,13,15,17,22,39,34,30,35
2022-12-25,NA,10,10,NA,NA,11,NA,12,12,14,41,39,36,36,39
2022-12-26,NA,17,12,NA,NA,8,NA,18,19,17,40,52,35,36,46
2022-12-27,NA,31,10,NA,NA,21,NA,18,34,23,56,84,81,50,101
2022-12-28,NA,44,9,NA,NA,32,NA,18,47,30,66,103,89,53,95
2022-12-29,NA,33,8,NA,NA,20,NA,15,34,33,57,89,70,52,82
2022-12-30,NA,30,12,NA,NA,17,NA,15,32,29,62,78,65,49,75
2022-12-31,NA,12,8,NA,NA,6,NA,11,14,9,25,34,26,29,33
2023-01-01,NA,15,5,NA,NA,7,NA,10,20,11,41,43,36,37,38
2023-01-02,NA,19,11,NA,NA,19,NA,13,24,20,40,53,51,38,47
2023-01-03,NA,39,5,NA,NA,16,NA,10,41,34,63,101,87,43,110
2023-01-04,NA,42,6,NA,NA,14,NA,15,45,24,63,93,94,46,101
2023-01-05,NA,41,8,NA,NA,16,NA,9,43,31,62,104,87,46,104
2023-01-06,NA,40,NA,NA,NA,17,NA,9,43,24,54,88,67,38,77
2023-01-07,NA,10,6,NA,NA,NA,NA,9,12,12,33,33,25,23,42
2023-01-08,NA,23,6,NA,NA,14,NA,9,24,12,42,56,49,27,48
2023-01-09,NA,69,5,NA,NA,19,NA,12,69,35,67,131,107,52,121
2023-01-10,NA,54,9,NA,NA,22,NA,13,58,38,73,128,105,49,135
2023-01-11,NA,44,NA,NA,NA,22,NA,9,44,22,64,104,96,44,120
2023-01-12,NA,44,6,NA,NA,22,NA,10,45,33,65,91,88,41,98
2023-01-13,NA,42,NA,NA,NA,17,NA,7,42,16,63,77,74,44,79
2023-01-14,NA,14,5,NA,NA,6,NA,9,14,15,33,34,24,19,33
2023-01-15,NA,21,NA,NA,NA,7,NA,6,21,13,39,48,32,18,38
2023-01-16,NA,52,10,NA,NA,21,NA,17,59,36,71,119,119,54,117
2023-01-17,NA,46,5,NA,NA,14,NA,8,51,23,51,102,70,45,89
2023-01-18,NA,41,5,NA,NA,15,NA,8,42,24,67,109,79,35,90
2023-01-19,NA,51,NA,NA,NA,27,NA,8,55,35,69,106,98,47,100
2023-01-20,NA,45,5,NA,NA,17,NA,9,47,25,54,92,85,38,86
2023-01-21,NA,15,NA,NA,NA,8,NA,7,15,8,28,28,24,22,23
2023-01-22,NA,14,NA,NA,NA,17,NA,7,14,11,29,38,33,23,40
2023-01-23,NA,48,NA,NA,NA,26,NA,11,48,32,78,121,109,55,136
2023-01-24,NA,52,6,NA,NA,11,NA,9,60,37,72,126,91,45,123
2023-01-25,NA,42,5,NA,NA,21,NA,8,49,27,71,101,91,33,95
2023-01-26,NA,38,5,NA,NA,19,NA,6,43,25,56,81,77,37,95
2023-01-27,NA,34,NA,NA,NA,23,NA,7,40,23,57,82,79,36,62
2023-01-28,NA,11,NA,NA,NA,8,NA,7,13,13,26,34,24,20,27
2023-01-29,NA,16,NA,NA,NA,7,NA,NA,18,15,31,42,33,16,47
2023-01-30,NA,50,NA,NA,NA,15,NA,6,53,21,79,110,97,47,122
2023-01-31,NA,44,NA,NA,NA,16,NA,11,48,20,63,94,85,42,103
2023-02-01,NA,42,NA,NA,NA,20,NA,7,47,33,75,119,103,48,116
2023-02-02,NA,42,6,NA,NA,16,NA,7,44,27,62,99,96,38,98
2023-02-03,NA,37,NA,NA,NA,20,NA,6,40,23,50,76,64,33,77
2023-02-04,NA,14,NA,NA,NA,8,NA,NA,15,13,24,34,30,16,34
2023-02-05,NA,20,NA,NA,NA,10,NA,9,21,10,32,48,28,24,42
2023-02-06,NA,56,7,NA,NA,23,NA,14,63,32,68,118,113,53,100
2023-02-07,NA,46,NA,NA,NA,22,NA,10,50,23,74,114,91,61,111
2023-02-08,NA,36,NA,NA,NA,11,NA,NA,40,25,47,83,72,37,90
2023-02-09,NA,48,NA,NA,NA,18,NA,7,52,29,60,107,97,43,101
2023-02-10,NA,29,5,NA,NA,15,NA,9,32,20,63,90,70,43,87
2023-02-11,NA,16,NA,NA,NA,10,NA,NA,19,11,29,36,26,22,32
2023-02-12,NA,27,NA,NA,NA,12,NA,7,30,21,41,59,45,31,44
2023-02-13,NA,64,NA,NA,NA,15,NA,10,72,29,68,119,103,50,109
2023-02-14,NA,56,NA,NA,NA,15,NA,6,62,35,70,119,104,47,104
2023-02-15,NA,46,NA,NA,NA,15,NA,8,49,18,58,99,91,45,107
2023-02-16,NA,41,NA,NA,NA,13,NA,NA,41,30,51,98,74,34,91
2023-02-17,NA,29,8,NA,NA,13,NA,9,32,26,55,70,62,35,89
2023-02-18,NA,22,5,NA,NA,5,NA,7,23,12,36,45,37,22,36
2023-02-19,NA,20,NA,NA,NA,6,NA,7,21,16,32,46,40,18,45
2023-02-20,NA,51,6,NA,NA,20,NA,10,58,33,79,125,107,57,137
2023-02-21,NA,45,6,NA,NA,17,NA,13,46,32,67,106,102,51,106
2023-02-22,NA,32,5,NA,NA,19,NA,7,35,29,57,95,87,36,99
2023-02-23,NA,46,NA,NA,NA,16,NA,NA,49,22,57,90,79,30,84
2023-02-24,NA,39,15,NA,NA,23,NA,25,45,38,88,102,100,59,101
2023-02-25,NA,16,5,NA,NA,13,NA,6,16,14,22,36,30,21,34
2023-02-26,NA,18,NA,NA,NA,10,NA,NA,19,15,23,49,32,18,42
2023-02-27,NA,49,NA,NA,NA,20,NA,9,53,27,73,106,95,42,111
2023-02-28,NA,51,5,NA,NA,17,NA,8,54,24,54,100,85,43,103
2023-03-01,NA,46,NA,NA,NA,12,NA,5,52,41,63,104,103,39,110
2023-03-02,NA,42,NA,NA,NA,19,NA,9,46,31,67,112,96,40,105
2023-03-03,NA,26,7,NA,NA,11,NA,9,27,21,50,73,58,33,77
2023-03-04,NA,14,5,NA,NA,13,NA,7,17,10,33,43,35,23,38
2023-03-05,NA,17,5,NA,NA,15,NA,9,17,10,40,51,40,28,51
2023-03-06,NA,57,NA,NA,NA,21,NA,10,64,38,85,132,107,53,133
2023-03-07,NA,50,12,NA,NA,19,NA,18,54,34,71,114,95,51,92
2023-03-08,NA,50,NA,NA,NA,21,NA,10,54,34,64,112,105,41,118
2023-03-09,NA,51,NA,NA,NA,13,NA,9,55,30,65,101,78,42,104
2023-03-10,NA,30,NA,NA,NA,18,NA,5,34,25,47,78,71,25,85
2023-03-11,NA,16,NA,NA,NA,7,NA,10,17,8,32,40,31,24,44
2023-03-12,NA,15,NA,NA,NA,11,NA,7,17,12,42,49,35,22,41
2023-03-13,NA,45,NA,NA,NA,21,NA,12,53,29,74,113,101,53,112
2023-03-14,NA,46,12,NA,NA,13,NA,13,48,28,67,105,85,53,99
2023-03-15,NA,43,NA,NA,NA,16,NA,10,46,36,74,108,94,41,101
2023-03-16,NA,50,5,NA,NA,10,NA,7,51,33,60,107,89,34,99
2023-03-17,NA,34,NA,NA,NA,19,NA,11,38,22,65,87,68,34,78
2023-03-18,NA,15,NA,NA,NA,12,NA,5,15,7,29,33,32,15,33
2023-03-19,NA,24,NA,NA,NA,8,NA,6,24,9,33,49,45,24,49
2023-03-20,NA,56,8,NA,NA,17,NA,14,68,32,72,131,118,48,114
2023-03-21,NA,45,NA,NA,NA,16,NA,8,49,19,82,105,88,40,103
2023-03-22,NA,35,NA,NA,NA,13,NA,9,37,24,63,98,87,38,110
2023-03-23,NA,47,NA,NA,NA,18,NA,8,51,30,73,107,95,38,110
2023-03-24,NA,33,NA,NA,NA,18,NA,6,37,25,57,83,75,38,92
2023-03-25,NA,11,NA,NA,NA,14,NA,NA,12,10,29,37,35,19,39
2023-03-26,NA,22,7,NA,NA,7,NA,9,24,11,32,48,37,22,41
2023-03-27,NA,56,NA,NA,NA,17,NA,9,58,21,70,116,85,35,97
2023-03-28,NA,52,6,NA,NA,18,NA,15,54,30,68,113,81,57,101
2023-03-29,NA,46,NA,NA,NA,17,NA,6,47,28,57,101,87,36,90
2023-03-30,NA,44,6,NA,NA,19,NA,14,53,24,67,108,81,44,109
2023-03-31,NA,37,NA,NA,NA,17,NA,NA,41,28,59,77,68,36,84
2023-04-01,NA,14,NA,NA,NA,NA,NA,6,15,13,28,39,25,15,35
2023-04-02,NA,25,NA,NA,NA,11,NA,5,28,16,34,53,52,32,46
2023-04-03,NA,54,7,NA,NA,20,NA,14,59,34,76,133,105,51,118
2023-04-04,NA,59,5,NA,NA,10,NA,9,62,23,62,111,99,37,112
2023-04-05,NA,46,5,NA,NA,21,NA,7,51,32,72,111,90,36,114
2023-04-06,NA,29,NA,NA,NA,13,NA,6,30,24,56,83,67,29,88
2023-04-07,NA,10,NA,NA,NA,11,NA,8,13,11,32,27,29,18,29
2023-04-08,NA,18,NA,NA,NA,11,NA,5,19,12,38,46,39,21,44
2023-04-09,NA,12,NA,NA,NA,5,NA,11,12,10,26,35,21,22,23
2023-04-10,NA,16,NA,NA,NA,12,NA,NA,17,15,35,47,42,21,50
2023-04-11,NA,54,6,NA,NA,20,NA,13,54,38,60,122,107,50,126
2023-04-12,NA,45,5,NA,NA,24,NA,9,48,33,81,110,108,43,114
2023-04-13,NA,43,NA,NA,NA,24,NA,7,46,23,72,96,87,31,105
2023-04-14,NA,29,6,NA,NA,22,NA,10,31,20,60,87,77,33,94
2023-04-15,NA,10,NA,NA,NA,13,NA,7,11,6,34,32,28,19,33
2023-04-16,NA,17,NA,NA,NA,7,NA,8,17,11,29,43,27,22,38
2023-04-17,NA,51,NA,NA,NA,22,NA,6,54,33,64,123,99,35,114
2023-04-18,NA,47,NA,NA,NA,20,NA,10,50,27,81,110,97,52,109
2023-04-19,NA,47,7,NA,NA,19,NA,12,51,28,71,113,99,47,108
2023-04-20,NA,33,NA,NA,NA,16,NA,5,35,24,53,85,68,35,83
2023-04-21,NA,20,NA,NA,NA,13,NA,7,21,21,51,65,62,30,64
2023-04-22,NA,17,NA,NA,NA,5,NA,NA,17,6,37,30,27,16,29
2023-04-23,NA,16,NA,NA,NA,18,NA,5,17,11,38,53,44,20,40
2023-04-24,NA,59,7,NA,NA,19,NA,10,61,27,73,119,107,45,121
2023-04-25,NA,56,NA,NA,NA,15,NA,5,57,39,73,120,93,43,134
2023-04-26,NA,34,NA,NA,NA,16,NA,5,37,26,53,89,82,27,93
2023-04-27,NA,35,NA,NA,NA,15,NA,5,36,26,54,87,71,30,95
2023-04-28,NA,34,NA,NA,NA,16,NA,5,39,13,43,70,62,27,79
2023-04-29,NA,11,6,NA,NA,NA,NA,8,12,8,19,27,22,15,29
2023-04-30,NA,22,NA,NA,NA,13,NA,5,24,18,37,41,34,23,50
2023-05-01,NA,46,8,NA,NA,19,NA,14,50,25,61,120,105,44,107
2023-05-02,NA,33,NA,NA,NA,25,NA,6,36,29,54,86,88,36,96
2023-05-03,NA,48,NA,NA,NA,16,NA,9,51,34,56,104,102,36,114
2023-05-04,NA,39,NA,NA,NA,13,NA,5,40,31,47,82,73,39,83
2023-05-05,NA,22,NA,NA,NA,16,NA,NA,23,21,44,61,62,30,79
2023-05-06,NA,9,5,NA,NA,6,NA,5,9,9,22,28,22,9,38
2023-05-07,NA,23,5,NA,NA,13,NA,7,25,19,32,44,42,21,40
2023-05-08,NA,50,NA,NA,NA,21,NA,9,52,27,50,119,98,37,110
2023-05-09,NA,40,NA,NA,NA,20,NA,8,43,26,50,86,90,32,95
2023-05-10,NA,43,6,NA,NA,18,NA,9,49,36,65,110,98,44,107
2023-05-11,NA,36,NA,NA,NA,15,NA,9,37,26,56,83,78,34,74
2023-05-12,NA,28,NA,NA,NA,18,NA,5,30,21,46,64,57,31,65
2023-05-13,NA,15,5,NA,NA,9,NA,8,16,6,24,28,27,18,27
2023-05-14,NA,11,NA,NA,NA,8,NA,NA,13,7,22,31,26,13,34
2023-05-15,NA,56,9,NA,NA,20,NA,11,60,43,83,127,118,47,117
2023-05-16,NA,39,NA,NA,NA,12,NA,9,41,34,53,89,78,37,118
2023-05-17,NA,33,NA,NA,NA,15,NA,6,36,23,46,72,75,23,68
2023-05-18,NA,14,NA,NA,NA,8,NA,5,14,12,36,42,34,20,41
2023-05-19,NA,44,5,NA,NA,19,NA,11,46,39,60,94,82,49,90
2023-05-20,NA,11,NA,NA,NA,6,NA,7,12,16,30,31,28,15,30
2023-05-21,NA,20,NA,NA,NA,6,NA,NA,22,10,21,36,33,16,39
2023-05-22,NA,34,8,NA,NA,24,NA,15,37,37,58,98,111,49,113
2023-05-23,NA,45,NA,NA,NA,20,NA,6,49,38,66,108,88,39,111
2023-05-24,NA,42,NA,NA,NA,13,NA,5,44,21,51,94,67,34,94
2023-05-25,NA,33,7,NA,NA,16,NA,12,35,23,50,79,74,41,84
2023-05-26,NA,27,6,NA,NA,20,NA,9,29,29,48,70,71,37,78
2023-05-27,NA,13,NA,NA,NA,5,NA,NA,14,NA,30,26,23,12,25
2023-05-28,NA,8,NA,NA,NA,NA,NA,NA,11,10,25,33,23,11,30
2023-05-29,NA,22,5,NA,NA,13,NA,7,24,24,32,56,49,25,56
2023-05-30,NA,43,NA,NA,NA,28,NA,6,46,37,81,110,106,41,116
2023-05-31,NA,28,NA,NA,NA,14,NA,7,31,31,44,78,79,26,90
2023-06-01,NA,29,5,NA,NA,15,NA,6,31,15,46,77,67,27,85
2023-06-02,NA,25,5,NA,NA,13,NA,6,26,29,44,70,60,34,77
2023-06-03,NA,12,NA,NA,NA,6,NA,NA,12,14,21,31,26,10,22
2023-06-04,NA,15,NA,NA,NA,6,NA,5,18,13,32,39,27,16,40
2023-06-05,NA,37,6,NA,NA,17,NA,11,42,35,57,100,82,42,98
2023-06-06,NA,23,NA,NA,NA,12,NA,6,26,27,52,80,69,33,90
2023-06-07,NA,37,NA,NA,NA,17,NA,NA,39,29,47,90,88,31,99
2023-06-08,NA,52,NA,NA,NA,16,NA,7,52,25,52,88,80,28,69
2023-06-09,NA,31,NA,NA,NA,14,NA,6,32,24,53,80,74,27,75
2023-06-10,NA,11,5,NA,NA,7,NA,5,12,14,26,32,26,15,28
2023-06-11,NA,12,6,NA,NA,9,NA,7,12,9,31,37,39,17,33
2023-06-12,NA,47,5,NA,NA,15,NA,7,50,26,55,110,100,35,97
2023-06-13,NA,43,NA,NA,NA,13,NA,5,44,31,61,95,76,43,100
2023-06-14,NA,40,6,NA,NA,15,NA,14,42,29,51,87,74,39,93
2023-06-15,NA,38,NA,NA,NA,8,NA,NA,40,26,54,85,75,34,90
2023-06-16,NA,38,NA,NA,NA,13,NA,9,39,19,43,73,65,21,74
2023-06-17,NA,8,NA,NA,NA,6,NA,NA,8,6,19,24,19,10,29
2023-06-18,NA,22,NA,NA,NA,14,NA,NA,23,15,29,48,38,11,40
2023-06-19,NA,50,5,NA,NA,16,NA,10,50,26,60,121,98,50,126
2023-06-20,NA,40,NA,NA,NA,16,NA,NA,41,21,53,93,79,39,100
2023-06-21,NA,36,NA,NA,NA,13,NA,5,37,30,47,78,73,19,70
2023-06-22,NA,31,NA,NA,NA,13,NA,NA,32,33,43,79,63,30,78
2023-06-23,NA,30,NA,NA,NA,13,NA,5,30,14,45,59,63,19,68
2023-06-24,NA,8,NA,NA,NA,NA,NA,NA,10,5,22,27,17,7,31
2023-06-25,NA,13,NA,NA,NA,11,NA,6,13,6,25,31,27,18,36
2023-06-26,NA,29,NA,NA,NA,19,NA,12,34,29,59,99,86,40,91
2023-06-27,NA,44,NA,NA,NA,17,NA,NA,46,27,48,91,71,39,87
2023-06-28,NA,36,NA,NA,NA,12,NA,6,42,24,45,92,79,30,84
2023-06-29,NA,30,NA,NA,NA,18,NA,NA,34,27,45,84,74,23,71
2023-06-30,NA,27,NA,NA,NA,15,NA,NA,29,20,44,74,63,27,64
